price,bedrooms,sqft_living,sqft_lot,floors,condition,grade,zipcode,lat,long
565000.0,3,1720,2218,1.5,3,7,98103,47.648999999999994,-122.335
292500.0,2,750,5026,1.0,4,6,98126,47.5368,-122.374
525000.0,3,1540,4773,2.0,3,8,98126,47.5678,-122.37799999999999
438600.0,1,720,2500,1.0,3,7,98103,47.6597,-122.345
507000.0,3,1810,8158,1.0,3,8,98074,47.6258,-122.038
1170000.0,4,2570,6251,2.0,3,9,98004,47.593,-122.197
275000.0,4,1690,6000,1.0,3,7,98178,47.497,-122.227
355000.0,3,1420,3060,1.0,4,7,98103,47.6872,-122.346
666000.0,3,3000,5000,1.5,4,7,98144,47.5781,-122.29299999999999
420000.0,4,2280,10319,1.0,4,8,98198,47.3594,-122.322
320000.0,3,1880,10758,1.0,5,6,98059,47.5091,-122.14399999999999
650000.0,3,2320,5284,2.0,3,8,98075,47.591,-122.01700000000001
325000.0,3,1010,7171,1.0,4,7,98034,47.7317,-122.23100000000001
165000.0,3,1120,5000,1.0,3,6,98146,47.5109,-122.35700000000001
500000.0,3,1560,16194,1.0,3,8,98005,47.5966,-122.175
443000.0,4,1860,12197,1.0,3,7,98034,47.729,-122.235
213400.0,3,1150,8686,1.0,4,7,98055,47.4417,-122.194
480000.0,4,1920,9380,1.0,3,7,98008,47.6344,-122.118
275000.0,4,2490,7233,1.0,3,8,98023,47.3115,-122.396
299880.0,3,1460,3044,2.0,3,7,98108,47.544,-122.296
499950.0,3,1820,1501,2.0,3,8,98144,47.596000000000004,-122.29799999999999
550000.0,4,2230,9460,1.0,5,7,98027,47.5246,-122.044
300000.0,4,2070,7476,2.0,3,8,98092,47.3352,-122.189
920000.0,3,2480,4000,1.0,3,8,98122,47.615,-122.288
620000.0,4,2290,3060,1.5,5,7,98115,47.6793,-122.316
253500.0,3,1220,20400,1.0,5,6,98022,47.2063,-122.023
978000.0,4,2620,13777,1.5,4,9,98144,47.58,-122.285
387500.0,4,3190,9856,2.0,3,8,98058,47.4445,-122.126
325000.0,3,850,6906,1.0,3,6,98155,47.7441,-122.314
568000.0,3,1740,1308,3.0,3,8,98116,47.5892,-122.387
525000.0,4,2140,7754,2.0,3,8,98133,47.7173,-122.338
560000.0,3,2070,12708,2.0,3,8,98056,47.5295,-122.18
484950.0,2,1000,4956,1.0,4,7,98107,47.6753,-122.36
1300000.0,3,3340,12690,1.0,3,10,98105,47.6665,-122.27
315000.0,3,1260,2767,2.0,3,8,98059,47.4914,-122.155
590000.0,4,2430,32496,1.0,3,9,98077,47.7642,-122.04799999999999
106000.0,1,560,5700,1.0,3,5,98146,47.511,-122.359
751000.0,3,3380,9528,2.0,3,10,98059,47.5275,-122.148
474000.0,2,1100,3500,1.0,5,7,98115,47.6741,-122.323
189000.0,2,1700,3171,1.0,5,5,98002,47.3025,-122.22399999999999
440500.0,3,1600,3172,2.0,3,7,98053,47.6868,-122.042
589000.0,2,1850,4667,1.0,3,8,98053,47.7101,-122.014
273000.0,3,1830,7651,2.0,3,8,98092,47.2642,-122.219
950000.0,3,3050,18892,1.0,4,8,98198,47.3881,-122.32600000000001
277700.0,2,1240,1055,2.0,3,8,98008,47.6104,-122.11200000000001
299900.0,3,2100,8163,2.0,3,7,98001,47.3336,-122.26899999999999
235000.0,3,1250,15603,1.0,4,7,98056,47.5093,-122.17200000000001
464000.0,2,1230,4800,2.0,3,7,98133,47.7145,-122.35
281000.0,3,1690,9826,1.0,4,7,98023,47.31399999999999,-122.365
320000.0,3,1520,8870,1.5,4,7,98155,47.7638,-122.31700000000001
282000.0,4,1890,6302,2.0,3,7,98030,47.3846,-122.205
745000.0,4,1990,8900,1.0,4,8,98006,47.5639,-122.149
250000.0,3,1480,3900,1.0,4,7,98023,47.2977,-122.367
470000.0,3,2120,2374,2.0,3,8,98052,47.674,-122.14200000000001
216650.0,3,1480,1077,2.0,3,7,98109,47.5421,-122.322
440000.0,3,1250,8412,1.0,4,7,98052,47.7012,-122.131
590000.0,4,2010,7972,2.0,4,8,98029,47.5782,-122.01799999999999
935000.0,5,3150,35283,1.0,3,10,98005,47.6368,-122.15700000000001
848000.0,3,3010,5717,2.0,3,10,98007,47.5943,-122.15
827500.0,5,3920,5823,2.0,3,9,98029,47.5492,-122.008
1130000.0,6,2880,3192,2.0,4,8,98103,47.6506,-122.33200000000001
630000.0,2,2550,5663,1.0,3,10,98056,47.5304,-122.20200000000001
340000.0,5,1120,9022,1.5,4,7,98034,47.7296,-122.24
570000.0,4,3140,10918,1.0,3,8,98034,47.7086,-122.243
514500.0,4,2990,9614,1.0,4,9,98003,47.3424,-122.329
360000.0,2,1120,12625,1.0,3,7,98136,47.5397,-122.385
228900.0,4,1570,8775,1.0,3,7,98166,47.4789,-122.335
660000.0,3,2210,4000,2.0,3,8,98053,47.6954,-122.01700000000001
647000.0,4,2390,5800,2.0,3,9,98075,47.5965,-122.038
366000.0,3,1520,8625,1.0,3,8,98011,47.7687,-122.223
354000.0,5,1830,7986,1.0,4,7,98106,47.5208,-122.35
850000.0,4,2640,5900,2.0,3,8,98136,47.5421,-122.383
496700.0,3,1740,5782,2.0,4,8,98029,47.5783,-122.001
300000.0,3,1550,8300,1.0,4,8,98055,47.4654,-122.195
390000.0,3,1040,8075,1.0,4,7,98033,47.6701,-122.176
561000.0,3,1640,7200,2.0,4,8,98007,47.5948,-122.15299999999999
475000.0,3,1260,10065,1.0,3,7,98006,47.5727,-122.13799999999999
275000.0,3,1170,1174,2.0,3,7,98126,47.5459,-122.376
290000.0,3,1590,13500,1.0,4,7,98038,47.3621,-122.031
199000.0,3,1750,6725,1.0,3,7,98038,47.352,-122.05799999999999
279900.0,4,1770,4338,2.0,3,7,98042,47.3672,-122.09899999999999
405000.0,3,2160,10200,1.0,3,7,98133,47.7295,-122.331
615000.0,4,2360,15860,1.0,3,9,98074,47.6307,-122.051
451000.0,4,1620,5444,1.5,3,8,98125,47.7065,-122.29700000000001
850000.0,2,2700,9854,1.0,3,9,98053,47.7187,-122.024
1180000.0,5,3270,16553,2.0,5,9,98040,47.5428,-122.236
245000.0,2,870,6150,1.0,3,6,98106,47.5256,-122.34700000000001
450000.0,2,840,3340,1.0,3,6,98107,47.6692,-122.359
370350.0,3,1340,1168,2.0,3,8,98133,47.71100000000001,-122.35600000000001
543000.0,3,1540,1256,3.0,3,8,98103,47.6498,-122.346
265000.0,2,1650,8975,1.0,5,6,98146,47.5073,-122.36
497000.0,3,2630,4611,2.0,3,8,98065,47.5322,-121.868
419000.0,4,1880,9727,1.0,3,7,98028,47.7731,-122.257
545800.0,4,1980,4500,2.0,3,8,98029,47.57899999999999,-122.001
195000.0,3,1230,8235,1.5,3,6,98168,47.4853,-122.304
1130000.0,4,2520,2600,2.0,5,8,98119,47.6434,-122.35799999999999
255000.0,5,1970,8925,1.0,5,7,98002,47.2925,-122.196
500000.0,2,1520,8040,1.0,5,7,98125,47.7131,-122.306
390000.0,4,2290,9200,1.5,3,7,98166,47.4678,-122.363
339000.0,3,1979,8470,1.0,4,7,98198,47.3912,-122.301
1330000.0,4,2170,3672,2.0,3,9,98115,47.6828,-122.329
429900.0,4,1820,17918,1.0,4,8,98056,47.521,-122.179
499000.0,4,1970,2601,2.0,3,7,98144,47.5949,-122.30799999999999
225000.0,2,1040,11500,1.0,5,7,98003,47.2791,-122.3
615000.0,3,1920,4000,1.0,3,7,98102,47.6392,-122.318
455000.0,2,1020,1146,3.0,3,7,98115,47.6774,-122.325
458000.0,3,1660,7500,1.0,4,7,98125,47.7105,-122.306
580000.0,3,1670,7416,1.0,4,7,98005,47.6028,-122.17200000000001
966000.0,5,3810,8019,2.0,3,10,98074,47.5915,-122.05799999999999
240000.0,4,2020,10332,1.0,3,7,98168,47.5059,-122.303
328500.0,3,1390,1407,3.0,3,7,98125,47.7227,-122.296
319000.0,3,2010,10100,1.0,4,7,98168,47.4738,-122.266
650000.0,4,1820,5000,1.5,3,7,98115,47.6815,-122.26899999999999
398500.0,3,1630,1971,2.0,3,8,98177,47.7753,-122.375
815000.0,3,2270,11989,1.0,4,9,98040,47.5434,-122.229
156000.0,2,590,6138,1.0,2,5,98118,47.545,-122.27799999999999
254500.0,4,2570,7264,2.0,3,8,98092,47.258,-122.208
760000.0,3,2050,15020,1.0,3,9,98177,47.75899999999999,-122.37100000000001
210000.0,3,1610,6732,2.0,3,7,98030,47.3658,-122.17200000000001
349950.0,3,2140,7715,2.0,3,7,98198,47.38399999999999,-122.322
676000.0,3,1730,6784,2.5,4,7,98199,47.6462,-122.40299999999999
475000.0,4,2440,3052,2.0,3,8,98108,47.555,-122.309
880000.0,4,3220,4392,1.5,4,9,98105,47.6713,-122.27600000000001
420000.0,3,1780,5000,1.0,4,7,98118,47.5168,-122.256
607000.0,3,1230,8114,1.0,4,7,98004,47.5822,-122.196
475000.0,4,2160,19283,2.0,3,8,98011,47.7603,-122.169
395000.0,2,1400,2500,1.0,5,7,98116,47.5628,-122.391
650000.0,4,1900,10454,1.0,4,7,98004,47.5933,-122.195
625000.0,5,2910,85377,1.0,4,8,98027,47.48,-122.03
849000.0,3,2960,42159,2.0,3,10,98052,47.7183,-122.1
429950.0,3,2010,9480,1.0,3,8,98125,47.7102,-122.281
825000.0,3,3760,5260,2.0,3,9,98029,47.5489,-122.007
505000.0,2,1020,5000,1.0,4,7,98117,47.6781,-122.363
265000.0,2,1290,2828,2.0,3,7,98053,47.6968,-122.025
283000.0,3,890,8400,1.0,4,6,98056,47.5168,-122.204
560000.0,3,1620,7500,1.0,5,7,98074,47.6175,-122.065
610000.0,5,2930,31411,1.0,4,9,98006,47.5576,-122.186
589000.0,3,2940,4799,1.0,3,9,98033,47.6681,-122.184
192500.0,3,1080,8580,1.5,3,6,98168,47.4716,-122.262
550000.0,3,1010,6120,1.0,3,7,98115,47.6861,-122.296
460000.0,2,1790,3760,1.5,4,8,98117,47.6871,-122.37299999999999
264500.0,4,2060,11385,1.0,4,7,98023,47.31399999999999,-122.363
339000.0,3,1150,2496,1.0,3,6,98126,47.5194,-122.376
950000.0,4,4030,4200,3.0,3,9,98199,47.6416,-122.38600000000001
677500.0,3,2020,9718,1.0,3,8,98040,47.574,-122.21
690000.0,4,2740,8120,2.0,3,9,98074,47.6123,-122.006
312000.0,4,1930,7452,1.0,3,7,98031,47.4098,-122.189
840000.0,5,2500,11617,1.0,4,9,98040,47.5361,-122.21700000000001
357500.0,3,2080,5100,2.0,3,8,98038,47.35,-122.005
675000.0,3,1460,6480,1.0,4,7,98117,47.6962,-122.397
515000.0,3,3290,11441,2.0,4,10,98023,47.3052,-122.34
491234.0,4,1540,1860,2.0,3,8,98029,47.5521,-121.999
810000.0,4,2920,10424,1.0,5,8,98005,47.5876,-122.17200000000001
252000.0,3,1150,13200,1.0,3,7,98166,47.4752,-122.345
299999.0,3,2380,9719,2.0,3,8,98001,47.2932,-122.28299999999999
400000.0,3,2220,5000,2.0,3,7,98108,47.5515,-122.324
530000.0,5,3020,6000,1.5,5,7,98126,47.5207,-122.37799999999999
357000.0,3,2460,53882,1.0,3,7,98198,47.3811,-122.325
365000.0,3,1820,5555,1.0,4,7,98103,47.6867,-122.352
804000.0,4,2620,5060,2.0,3,9,98116,47.5634,-122.39399999999999
808250.0,3,1750,2640,1.0,3,8,98119,47.6419,-122.368
360000.0,4,2020,7289,2.0,3,7,98031,47.401,-122.171
240000.0,3,1240,10956,1.0,3,6,98042,47.3705,-122.15
335000.0,2,1380,5840,1.0,3,7,98011,47.7732,-122.17200000000001
380000.0,3,1920,8775,1.0,3,7,98166,47.4544,-122.351
310000.0,3,1240,7194,1.0,3,6,98011,47.7636,-122.20200000000001
315000.0,3,1410,15134,1.0,3,7,98014,47.6931,-121.921
258950.0,3,1440,8050,1.0,3,8,98023,47.3187,-122.39
510000.0,5,1550,9750,1.0,4,7,98033,47.6811,-122.169
400000.0,3,1760,6875,1.0,4,8,98072,47.74,-122.09299999999999
680000.0,5,2140,5000,1.5,4,7,98122,47.6044,-122.29899999999999
335000.0,3,2010,9417,1.0,4,8,98030,47.37300000000001,-122.185
460000.0,5,3390,9760,1.0,5,8,98058,47.4462,-122.137
440000.0,4,2160,8119,1.0,3,8,98006,47.5443,-122.177
412250.0,2,1300,2983,1.0,3,8,98053,47.703,-122.015
185000.0,3,1280,4031,2.0,4,6,98002,47.3342,-122.215
286500.0,3,1840,8140,1.0,4,7,98003,47.3106,-122.325
422000.0,4,3200,6691,2.0,3,7,98038,47.367,-122.031
408000.0,3,2800,35362,2.0,3,9,98042,47.3507,-122.089
306500.0,2,1390,19988,1.0,4,7,98198,47.3985,-122.321
359900.0,4,2600,5188,2.0,3,8,98038,47.3451,-122.04
560000.0,3,1960,6058,2.0,3,8,98053,47.6319,-122.007
385000.0,3,1250,21303,1.0,3,6,98053,47.6625,-122.059
1140000.0,4,2500,5801,1.5,3,8,98112,47.632,-122.29
1190000.0,4,3020,8622,2.0,3,9,98004,47.5866,-122.20100000000001
635200.0,4,1640,4240,1.0,5,7,98117,47.6766,-122.368
355000.0,3,1870,8250,2.0,3,7,98188,47.445,-122.285
402000.0,3,1320,3145,2.0,3,7,98144,47.5909,-122.29700000000001
216000.0,3,1580,9705,1.0,4,7,98042,47.3819,-122.09
1200000.0,4,4170,9748,2.0,3,11,98059,47.528,-122.132
850000.0,4,3090,6744,2.0,3,9,98177,47.768,-122.38799999999999
238000.0,3,1020,1204,2.0,3,7,98126,47.5445,-122.376
1110000.0,5,3350,4000,2.0,4,8,98105,47.6645,-122.291
820000.0,3,2510,5503,2.0,3,9,98136,47.5419,-122.383
355000.0,3,1880,5290,1.0,3,8,98108,47.5401,-122.3
495000.0,4,1810,7998,1.0,3,8,98125,47.726000000000006,-122.29700000000001
1300000.0,5,4170,33310,2.0,4,11,98006,47.5455,-122.126
398750.0,3,2230,4000,2.0,3,7,98144,47.5801,-122.306
835000.0,4,3650,7784,2.0,3,9,98052,47.7066,-122.101
625000.0,4,2120,5000,2.0,4,8,98122,47.6024,-122.296
550000.0,4,2090,6926,2.0,3,8,98074,47.6339,-122.022
540000.0,3,2600,5085,1.0,4,7,98126,47.5659,-122.376
519000.0,2,830,2820,1.0,4,7,98103,47.68899999999999,-122.34700000000001
311000.0,4,1975,8734,2.0,3,7,98038,47.363,-122.03399999999999
305000.0,4,1900,7000,1.0,2,7,98023,47.3092,-122.376
395000.0,4,2640,35070,1.5,3,8,98058,47.4242,-122.181
275000.0,4,1610,6923,1.0,3,6,98198,47.3747,-122.306
450000.0,3,1770,1863,2.0,3,8,98029,47.5478,-122.005
324000.0,2,1070,6000,1.0,3,7,98133,47.7307,-122.33200000000001
565000.0,4,1540,2452,1.5,4,7,98103,47.6522,-122.348
595000.0,4,2510,8989,1.0,4,8,98006,47.5569,-122.17200000000001
440000.0,2,1280,12086,1.0,3,7,98074,47.63399999999999,-122.03299999999999
425000.0,3,1570,12412,1.0,3,8,98166,47.438,-122.34899999999999
407000.0,2,740,6380,1.0,3,6,98115,47.6929,-122.318
472000.0,3,1740,9038,1.0,4,7,98007,47.5897,-122.13600000000001
472000.0,3,1180,1262,3.0,3,8,98119,47.6381,-122.375
1250000.0,5,2960,28300,1.0,4,9,98177,47.7606,-122.37
412000.0,3,1880,5752,1.0,4,7,98126,47.5354,-122.37799999999999
717000.0,3,1150,5000,1.0,3,8,98117,47.6805,-122.369
299999.0,4,1640,7200,1.0,5,6,98166,47.4791,-122.34700000000001
254000.0,3,1470,7694,1.0,4,7,98038,47.3539,-122.054
178500.0,3,900,10511,1.0,4,6,98001,47.2883,-122.272
800000.0,3,1510,3600,1.0,5,8,98119,47.6387,-122.363
420000.0,3,1440,5623,1.0,4,6,98115,47.69600000000001,-122.319
319900.0,2,1380,9251,1.0,3,7,98028,47.7486,-122.249
350000.0,2,1150,7552,1.0,3,7,98125,47.7298,-122.286
968000.0,6,3610,17580,1.0,5,9,98075,47.5739,-122.069
491000.0,3,1250,1306,3.0,3,7,98107,47.6705,-122.39
948000.0,3,3510,9824,2.0,3,9,98075,47.5635,-122.03200000000001
900000.0,3,2260,9577,2.0,3,8,98117,47.6928,-122.399
198000.0,3,1430,7347,1.0,3,7,98023,47.2927,-122.369
250000.0,2,1420,21158,1.0,3,7,98166,47.4594,-122.359
615000.0,4,2120,3720,2.0,3,8,98029,47.5526,-121.994
550000.0,3,2080,7749,2.0,3,8,98029,47.5723,-122.021
434000.0,3,1660,8301,1.0,5,7,98028,47.7647,-122.26299999999999
415885.0,3,1310,4163,1.0,4,7,98126,47.5301,-122.381
550000.0,3,1840,3035,1.0,3,7,98105,47.6557,-122.32700000000001
272000.0,1,1040,6034,1.0,3,7,98178,47.5078,-122.251
665000.0,3,2610,35000,2.0,3,10,98072,47.7377,-122.101
510000.0,3,1990,7405,1.0,5,7,98006,47.5421,-122.17200000000001
530000.0,3,3080,17700,1.0,4,8,98166,47.4695,-122.366
355000.0,3,1200,16000,1.0,3,7,98072,47.7452,-122.101
255000.0,4,1250,9102,1.0,3,7,98148,47.4258,-122.32700000000001
695000.0,5,1790,9335,2.0,5,8,98004,47.5945,-122.20100000000001
255000.0,2,1140,8400,1.0,2,7,98148,47.4351,-122.335
410000.0,3,1790,5794,1.5,3,7,98072,47.7477,-122.171
675000.0,4,1530,3615,1.5,4,7,98103,47.6529,-122.334
332888.0,2,1050,1029,2.0,3,8,98122,47.6018,-122.29899999999999
300000.0,3,1730,6900,1.0,4,7,98031,47.3915,-122.18799999999999
320000.0,4,1100,11824,1.0,4,7,98006,47.5704,-122.141
752875.0,4,2800,72309,2.0,3,9,98072,47.7432,-122.11200000000001
255000.0,1,880,1642,1.0,3,6,98126,47.5732,-122.37200000000001
244000.0,3,1470,9337,2.0,3,7,98155,47.7651,-122.323
1420000.0,5,3950,11438,2.0,3,10,98033,47.6898,-122.189
218000.0,3,980,12812,1.0,3,7,98168,47.4892,-122.306
359000.0,4,2180,10617,1.5,3,7,98155,47.7522,-122.307
840000.0,4,3040,13559,2.0,3,11,98059,47.522,-122.149
205000.0,4,1850,65340,1.5,4,7,98042,47.3468,-122.11
205000.0,3,1600,7295,2.0,2,7,98042,47.3904,-122.165
500000.0,2,2070,5432,2.0,3,7,98108,47.5571,-122.29899999999999
510000.0,4,3180,5405,2.0,3,7,98059,47.4905,-122.14
1550000.0,4,2640,3000,2.0,3,7,98109,47.6313,-122.344
210000.0,3,1920,61014,1.0,3,6,98038,47.4446,-122.074
400000.0,2,1140,101529,1.5,3,6,98092,47.2592,-122.228
412000.0,3,1660,6992,1.0,5,7,98155,47.7576,-122.318
299950.0,2,1390,1756,3.0,3,7,98133,47.7274,-122.35700000000001
1080000.0,4,2490,4325,1.5,3,8,98105,47.6628,-122.32600000000001
422500.0,4,2550,8824,2.0,3,9,98031,47.3979,-122.212
410000.0,3,1270,10227,1.0,4,6,98033,47.6876,-122.16799999999999
1400000.0,4,2980,7000,2.0,3,10,98144,47.5933,-122.292
245000.0,3,1470,8000,1.0,4,8,98023,47.3191,-122.385
720000.0,4,3550,12327,1.5,4,10,98011,47.7533,-122.205
315000.0,2,780,7200,1.0,2,6,98118,47.5609,-122.279
191950.0,2,1390,1302,2.0,3,7,98003,47.3081,-122.329
455000.0,4,2440,5001,2.0,3,8,98056,47.5108,-122.193
523000.0,3,1260,3135,1.5,3,8,98116,47.5755,-122.38799999999999
250000.0,3,1640,4420,2.0,4,7,98002,47.31100000000001,-122.21
294000.0,3,1670,4120,1.5,3,7,98055,47.4881,-122.199
490000.0,3,2380,6000,1.0,3,8,98115,47.6955,-122.275
265000.0,3,1560,10489,1.0,5,7,98022,47.2048,-121.999
402000.0,4,1640,10500,1.0,4,7,98052,47.6933,-122.116
219950.0,3,1200,8404,1.0,3,7,98188,47.4482,-122.26899999999999
750000.0,3,2250,5301,2.0,4,8,98115,47.6741,-122.271
478000.0,2,1960,6000,1.0,4,7,98199,47.6531,-122.40100000000001
170000.0,3,1250,7015,1.0,3,7,98188,47.4548,-122.29
1370000.0,2,2460,16940,1.5,4,9,98117,47.6792,-122.404
208417.0,2,840,4200,1.0,3,5,98108,47.5292,-122.316
410000.0,4,1900,5100,1.0,3,6,98117,47.6767,-122.38
590000.0,4,2160,4205,1.0,3,7,98125,47.7081,-122.27600000000001
648000.0,3,1610,10229,1.0,5,8,98006,47.553000000000004,-122.17399999999999
465000.0,4,2190,3267,2.0,3,8,98072,47.7751,-122.16799999999999
622000.0,4,3020,10714,1.0,5,8,98006,47.56,-122.181
306000.0,3,1980,9800,1.0,3,7,98030,47.3745,-122.22399999999999
617000.0,3,1880,5500,2.0,4,7,98199,47.657,-122.39299999999999
438750.0,3,1610,6480,1.0,4,7,98125,47.7137,-122.307
1280000.0,4,3260,4500,2.0,3,9,98109,47.6314,-122.353
995000.0,5,3970,8029,2.0,3,9,98177,47.7764,-122.385
635000.0,5,2620,5500,1.5,3,7,98117,47.6806,-122.38799999999999
215000.0,3,1180,9000,1.0,4,7,98031,47.39,-122.166
530000.0,3,1365,1090,3.0,3,7,98115,47.6776,-122.324
295000.0,2,720,4125,1.0,4,6,98106,47.5245,-122.354
245000.0,3,1350,6775,1.0,3,7,98032,47.3593,-122.289
400000.0,6,3060,17112,1.0,4,8,98058,47.4379,-122.146
303000.0,3,1850,8820,2.0,4,8,98022,47.1928,-122.01
330000.0,3,1320,9675,1.5,4,7,98024,47.5695,-121.902
700000.0,3,1990,13000,2.0,3,9,98028,47.7439,-122.262
126000.0,1,610,4400,1.0,3,5,98055,47.4865,-122.197
850000.0,4,2500,35802,1.5,3,7,98005,47.6488,-122.15299999999999
405000.0,3,1440,7425,1.0,4,7,98034,47.7243,-122.185
869900.0,6,2750,4400,2.0,3,8,98103,47.6883,-122.335
485000.0,3,1790,6775,1.0,3,8,98126,47.5412,-122.37700000000001
400000.0,2,1050,1173,2.0,3,8,98122,47.6181,-122.302
299950.0,3,1780,4650,2.0,3,7,98038,47.386,-122.04700000000001
585000.0,4,2200,9099,2.0,3,8,98034,47.733000000000004,-122.225
495000.0,4,1720,5413,2.0,3,7,98115,47.6929,-122.321
447000.0,3,1520,14080,2.0,3,7,98074,47.6273,-122.059
206000.0,3,1320,9239,1.0,4,7,98092,47.312,-122.18299999999999
500000.0,3,1070,4600,1.0,3,7,98116,47.5627,-122.383
302500.0,4,1990,5511,2.0,3,8,98030,47.3585,-122.191
391000.0,2,890,5423,1.0,3,6,98117,47.6966,-122.368
250000.0,3,1440,5457,2.0,3,7,98038,47.3784,-122.046
160000.0,4,1800,14722,1.0,3,7,98055,47.4874,-122.223
451000.0,5,2260,6508,1.0,3,7,98155,47.7508,-122.322
695000.0,3,4560,17622,2.0,4,9,98074,47.621,-122.03
1240000.0,5,3180,4628,2.0,3,10,98199,47.6423,-122.39399999999999
395000.0,6,2950,11200,1.0,4,7,98072,47.7476,-122.087
419000.0,5,2190,9652,2.0,3,7,98178,47.5049,-122.23899999999999
592350.0,2,1570,4665,1.0,3,8,98053,47.708999999999996,-122.01700000000001
855000.0,5,3420,5669,2.0,3,9,98027,47.5366,-122.06700000000001
771000.0,4,2420,7200,2.0,3,9,98033,47.6893,-122.197
615000.0,3,1780,5175,1.0,4,7,98116,47.5696,-122.38600000000001
625500.0,2,2160,7439,1.0,4,6,98115,47.6981,-122.286
232000.0,3,1460,15000,1.0,3,7,98001,47.3182,-122.271
260000.0,3,1500,7401,2.0,3,8,98092,47.2625,-122.221
460000.0,3,1210,7500,1.0,3,7,98027,47.5294,-122.03299999999999
900000.0,3,2850,11535,1.0,3,8,98155,47.74800000000001,-122.288
289950.0,3,1090,8280,1.0,3,6,98155,47.7562,-122.318
265000.0,3,1450,5858,1.0,4,7,98038,47.3482,-122.037
465000.0,4,1820,20349,1.0,5,8,98072,47.7415,-122.096
370000.0,3,1320,7201,1.0,3,7,98034,47.7126,-122.211
240000.0,2,1670,9880,1.0,4,7,98146,47.4864,-122.348
232000.0,4,1440,5911,1.0,5,5,98056,47.5072,-122.181
237502.0,3,980,7560,1.0,3,7,98126,47.5256,-122.375
1280000.0,4,4340,5500,2.0,3,10,98199,47.6427,-122.397
957000.0,4,2860,11545,1.0,4,8,98005,47.588,-122.16799999999999
218000.0,3,1140,4875,1.0,5,6,98042,47.3684,-122.08
205000.0,3,1120,8366,1.0,3,7,98042,47.3632,-122.11
350000.0,3,1460,1592,2.0,3,8,98126,47.5481,-122.374
275000.0,3,1250,7654,1.0,3,7,98125,47.7289,-122.291
372000.0,4,2520,9604,2.0,3,9,98031,47.3893,-122.21600000000001
688888.0,3,2580,9825,1.5,4,9,98027,47.5314,-122.054
170000.0,2,1200,24792,2.0,2,7,98053,47.6337,-121.961
530000.0,5,2140,7910,1.0,3,7,98007,47.6071,-122.137
905000.0,4,3440,7661,2.0,3,11,98029,47.5429,-121.995
365000.0,4,1800,5070,1.0,5,7,98118,47.5303,-122.28
312000.0,4,1790,10584,1.0,4,7,98031,47.4061,-122.18799999999999
400000.0,2,1250,7680,1.0,3,7,98126,47.5242,-122.37100000000001
278750.0,2,800,5765,1.0,4,6,98133,47.7024,-122.346
527700.0,2,1330,806,3.0,3,8,98117,47.6904,-122.395
740000.0,4,2890,4000,1.5,4,9,98109,47.6419,-122.351
512000.0,4,2550,17209,2.0,3,9,98059,47.4836,-122.13600000000001
362000.0,5,2880,8216,2.0,3,8,98030,47.3747,-122.185
225000.0,3,660,6600,1.0,4,5,98168,47.4842,-122.33
491500.0,3,1470,4322,2.0,3,7,98029,47.5672,-122.01799999999999
429950.0,4,1700,10230,1.0,3,8,98133,47.7453,-122.351
375000.0,3,1040,9800,1.0,4,7,98006,47.5765,-122.155
199400.0,2,880,4000,1.0,4,6,98106,47.5331,-122.352
324950.0,3,1210,7560,1.0,3,7,98126,47.5255,-122.374
467000.0,5,2080,4000,1.0,4,6,98144,47.5858,-122.30799999999999
380000.0,3,1380,5400,1.0,4,7,98125,47.7134,-122.288
250000.0,3,1620,10850,1.0,3,7,98055,47.4437,-122.194
700000.0,4,1680,4021,1.5,3,7,98103,47.6663,-122.33200000000001
206990.0,3,1330,9620,1.0,5,6,98092,47.3174,-122.12700000000001
670000.0,3,1730,3400,1.0,5,7,98107,47.6662,-122.36399999999999
315000.0,2,790,6969,1.0,3,6,98052,47.6978,-122.164
419000.0,3,1500,8272,1.0,4,7,98177,47.7741,-122.38
205000.0,3,1800,11419,1.0,3,8,98092,47.2623,-122.21700000000001
335000.0,4,1980,4745,2.0,3,7,98038,47.3495,-122.04
397000.0,3,1340,5100,1.0,3,7,98103,47.693999999999996,-122.348
370000.0,2,750,2020,1.0,3,7,98122,47.6175,-122.301
330000.0,4,1790,9920,1.0,4,7,98059,47.5126,-122.149
399000.0,3,1940,16300,1.0,3,7,98155,47.773999999999994,-122.28299999999999
249900.0,3,1220,6404,1.0,3,7,98038,47.3523,-122.059
717000.0,3,1310,3880,1.0,3,7,98117,47.6821,-122.39200000000001
319000.0,4,1930,8336,2.0,3,8,98031,47.4016,-122.166
635000.0,4,2100,3800,2.0,3,8,98115,47.6807,-122.291
355000.0,3,1180,7573,1.0,4,7,98155,47.7372,-122.294
320000.0,3,2320,7800,1.0,4,7,98168,47.5141,-122.316
305495.0,3,2110,10200,2.0,4,7,98059,47.4744,-122.154
199950.0,5,1740,8750,1.0,4,7,98198,47.3904,-122.29899999999999
1620000.0,4,3820,8114,2.0,3,10,98004,47.5837,-122.194
770000.0,3,2050,21744,2.0,4,9,98166,47.4536,-122.376
289000.0,4,1930,8925,1.0,4,8,98058,47.4501,-122.12799999999999
494500.0,4,3760,8804,2.0,3,8,98056,47.5161,-122.191
385000.0,4,2120,13000,2.0,4,8,98059,47.4745,-122.141
688100.0,4,2370,10513,2.0,4,8,98052,47.6915,-122.09899999999999
870300.0,4,2350,3150,1.5,4,8,98103,47.6605,-122.335
